606	11
729	10
735	10
738	15
740	15
751	17
770	17
771	18
772	13
781	10
785	11
786	17
793	12
794	11
797	10
824	10
828	24
831	19
839	11
848	14
852	21
861	17
871	15
878	16
879	11
881	16
882	10
890	14
891	11
900	25
902	19
918	12
934	18
952	19
971	13
977	44
980	17
1020	10
1159	13
1167	10
1211	14
1238	15
1251	15
1373	14
1544	14
1619	27
1652	11
1656	11
1658	15
1707	11
1768	11
1776	12
1779	10
1861	21
2024	14
2189	20
2264	11
2267	13
2315	36
2326	17
2328	12
2352	50
2355	10
2359	14
2373	13
2390	15
2391	17
2417	33
2538	13
2561	23
2564	26
2585	10
2586	13
2613	14
2616	13
2617	45
2969	21
2971	13
3304	11
3452	13
3455	15
3464	65
3467	13
3484	10
3520	19
3525	16
3566	15
3755	13
3756	10
3777	23
3780	10
3957	19
3970	24
3983	12
3986	23
3992	14
3994	20
3995	23
3999	12
4002	22
4017	13
4020	20
4022	18
4026	10
4031	21
4032	59
4033	18
4034	12
4062	10
4082	15
4085	13
4087	14
4103	17
4113	37
4128	22
4149	12
4151	10
4170	15
4171	30
4182	18
4184	11
4192	11
4202	14
4204	22
4217	34
4219	18
4295	10
4335	13
4486	15
4497	19
4531	12
4547	15
4553	12
4554	18
4558	13
4578	11
4586	10
4599	13
4606	10
4607	55
4609	19
4637	11
4647	67
4650	55
4655	12
4663	11
4667	15
4680	10
4682	30
4697	19
4702	22
4761	15
4768	10
4790	17
4792	25
4834	17
4899	10
4909	17
4911	10
4973	11
4987	12
4996	25
5029	133
5030	43
5031	43
5032	48
5035	14
5038	15
5044	11
5051	78
5053	15
5056	13
5057	60
5058	56
5069	12
5075	11
5115	25
5118	15
5120	26
5121	41
5122	18
5128	79
5129	14
5131	12
5132	39
5136	57
5137	18
5138	96
5139	28
5141	28
5143	21
5154	21
5155	33
5157	24
5158	42
5161	69
5162	25
5163	19
5166	15
5169	19
5176	11
5178	27
5179	29
5182	13
5184	37
5188	10
5190	10
5197	10
5209	49
5210	108
5211	21
5218	11
5220	12
5222	12
5224	29
5225	11
5227	133
5235	17
5238	12
5245	10
5252	14
5253	41
5255	21
5258	56
5263	10
5265	28
5270	14
5272	12
5274	16
5276	37
5289	19
5297	12
5298	10
5308	29
5309	50
5319	10
5324	13
5329	13
5331	19
5341	12
5344	12
5354	18
5363	13
5370	11
5373	10
5377	13
5381	40
5383	12
5384	29
5401	11
5406	13
5410	19
5417	11
5418	19
5421	10
5425	11
5426	25
5450	11
5459	10
5460	13
5463	28
5464	17
5477	15
5478	12
5490	15
5491	50
5492	12
5495	20
5500	18
5511	17
5517	10
5532	22
5540	21
5541	21
5546	17
5549	10
5560	12
5561	56
5573	12
5582	11
5588	22
5590	30
5596	15
5598	18
5599	16
5604	20
5605	16
5606	11
5608	10
5624	41
5625	25
5641	10
5644	21
5654	11
5655	10
5663	31
5664	27
5673	10
5680	11
5685	56
5689	21
5700	10
5708	10
5720	13
5728	10
5738	25
5740	22
5744	14
5755	17
5772	17
5775	10
5777	10
5780	14
5781	10
5840	11
5850	11
5853	21
5877	10
5886	20
5901	14
5906	19
5929	13
5931	14
6013	16
6025	14
6056	13
6087	51
6269	10
6294	15
6401	20
6409	16
6416	49
6589	14
6601	13
6713	19
6731	12
6736	10
6746	11
6791	22
6854	29
6859	43
6906	10
7001	19
7003	20
7006	30
7044	35
7046	15
7084	12
7089	11
7094	25
7095	10
7130	13
7138	12
7182	28
7211	12
7220	11
7253	13
7264	11
7267	20
7276	17
7300	15
7308	14
7322	29
7324	11
7340	20
7355	15
7356	12
7358	12
7369	11
7371	128
7374	11
7407	12
7411	23
7412	15
7416	13
7426	15
7427	12
7438	25
7450	11
7466	19
7467	19
7471	19
7480	16
7482	16
7485	10
7492	31
7498	21
7500	21
7513	23
7536	10
7541	13
7560	10
7570	14
7577	11
7593	11
7600	30
7621	13
7629	14
7630	10
7635	11
7640	10
7671	35
7673	12
7675	20
7694	13
7698	10
7699	24
7706	40
7712	11
7724	13
7729	17
7740	15
7744	12
7747	13
7803	27
7813	19
7829	30
7838	13
7845	16
7847	12
7848	11
7849	16
7856	10
7869	32
7879	22
7883	16
7894	15
7895	11
7901	10
7903	15
7917	18
7941	10
7942	12
7947	10
7978	10
7989	18
8013	14
8016	33
8034	11
8042	14
8046	40
8050	64
8075	13
8103	17
8111	21
8122	15
8130	11
8132	21
8181	15
8228	80
8251	14
8679	15
9043	13
9508	15
9519	31
9532	16
9552	26
9558	20
9565	31
9624	12
9654	11
9692	27
9708	11
9727	36
9740	17
9798	10
9810	12
9811	33
9812	10
9834	17
9841	20
9848	15
9854	15
9856	26
9869	24
10221	31
10402	34
10453	35
10471	19
10474	11
10490	15
10492	10
10511	19
10536	18
10538	28
10550	20
10565	15
10606	13
10617	12
10619	10
10620	13
10657	21
10720	27
10721	25
10751	10
10794	25
10804	15
10816	23
10817	13
10825	19
10862	12
10875	14
10891	11
10905	49
10938	10
10966	31
11008	13
11037	63
11118	14
11127	14
11139	63
11150	18
11159	18
11162	14
11184	10
11191	31
11204	10
11223	12
11228	50
11235	14
11277	14
11279	11
11280	42
11282	22
11291	36
11292	17
11312	13
11343	13
11347	10
11398	11
11401	14
11423	18
11458	19
11465	24
11480	22
11497	10
11533	10
11548	28
11549	44
11558	23
11656	11
11676	10
11737	10
11739	43
11744	14
11745	11
11789	13
11822	14
11833	10
11878	15
11882	12
11896	32
11898	10
11907	16
11915	10
11926	16
11939	21
11953	10
11962	27
12011	11
12012	21
12019	13
12028	18
12092	24
12308	11
12312	31
12321	44
12382	11
12510	22
12511	30
12532	18
12536	11
12559	35
12564	48
12589	25
12888	21
12931	11
13037	15
13085	13
13111	17
13143	10
13161	23
13187	17
13211	26
13214	11
13221	12
13222	19
13226	21
13233	51
13240	23
13244	13
13250	23
13268	30
13306	23
13310	19
13320	11
13334	26
13336	10
13344	14
13356	13
13375	45
13409	64
13454	87
13469	30
13482	12
13495	18
13496	15
13501	22
13529	14
13539	13
13571	19
13583	46
13591	15
13613	28
13647	29
13658	13
13665	10
13667	43
13714	21
13723	11
13727	48
13739	17
13757	15
13762	22
13776	19
14144	25
14157	10
14203	15
14210	10
14223	13
14240	39
14246	13
14247	11
14267	13
14278	10
14343	22
14359	20
14387	12
14414	18
14417	13
14481	17
14484	17
14493	17
14583	34
14590	21
14594	15
14604	13
14618	20
14624	17
14627	28
14652	13
14664	19
14672	22
14688	11
14711	13
14736	21
14811	16
14854	71
14856	33
14867	15
14871	14
14876	20
14877	11
14881	195
14887	10
14888	26
14890	23
14896	28
14898	29
14912	106
14920	14
14939	14
14953	24
14980	13
14987	15
15000	33
15004	10
15028	46
15030	15
15031	15
15060	17
15096	27
15102	22
15121	10
15153	10
15161	11
15165	11
15166	18
15190	19
15195	18
15201	10
15207	15
15249	59
15257	30
15378	23
15385	11
15392	10
15406	30
15438	10
15448	19
